Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Pendapatan,Riwayat_Transaksi,Saldo_Rata_rata,Jalur_Pembukaan
56,Laki-laki,Belum Menikah,0,Magister,1,0,0,7658,2,5280,Aplikasi Digital
37,Perempuan,Cerai,0,Magister,0,0,1,5746,24,4342,Aplikasi Digital
57,Perempuan,Menikah,1,Magister,0,0,1,5282,66,7481,Aplikasi Digital
43,Perempuan,Cerai,4,SMA,0,0,0,6943,96,7342,Aplikasi Digital
34,Perempuan,Belum Menikah,3,SMA,1,1,1,5132,16,4550,Aplikasi Digital
58,Perempuan,Menikah,4,Sarjana,1,0,1,2745,44,6168,Aplikasi Digital
62,Perempuan,Belum Menikah,1,SMA,1,1,0,2577,17,4115,Cabang
56,Laki-laki,Cerai,4,Sarjana,0,1,0,7652,58,4228,Aplikasi Digital
26,Perempuan,Belum Menikah,4,SMA,1,1,1,3616,63,4406,Aplikasi Digital
39,Laki-laki,Cerai,1,Magister,1,1,0,4252,21,6055,Marketing
23,Laki-laki,Cerai,2,SMA,1,0,0,6969,35,1541,Cabang
61,Perempuan,Cerai,4,Magister,0,1,0,2083,65,3730,Marketing
47,Perempuan,Menikah,2,Magister,1,1,1,2811,94,4085,Marketing
61,Perempuan,Cerai,4,Sarjana,1,0,1,5025,64,7181,Cabang
34,Laki-laki,Cerai,4,SMA,1,0,1,4559,32,6969,Cabang
46,Perempuan,Cerai,4,SMA,0,1,1,2602,93,1489,Cabang
46,Perempuan,Belum Menikah,3,Sarjana,0,0,0,5125,96,3153,Cabang
55,Perempuan,Belum Menikah,4,Sarjana,0,0,1,7168,0,5019,Marketing
25,Laki-laki,Belum Menikah,3,Magister,1,0,0,5671,99,2474,Marketing
22,Laki-laki,Cerai,0,Magister,0,0,1,2418,46,5106,Cabang
61,Laki-laki,Belum Menikah,1,SMA,0,0,0,3807,44,3926,Marketing
31,Perempuan,Menikah,4,Sarjana,0,0,0,3448,28,3850,Aplikasi Digital
60,Perempuan,Menikah,1,Sarjana,1,0,0,7250,12,4828,Cabang
42,Perempuan,Cerai,0,Magister,1,0,1,4045,16,5187,Aplikasi Digital
19,Laki-laki,Cerai,4,Magister,0,1,0,7354,66,5180,Aplikasi Digital
50,Perempuan,Belum Menikah,4,SMA,1,1,1,7937,61,5664,Aplikasi Digital
56,Laki-laki,Belum Menikah,4,Sarjana,0,0,0,5371,8,7385,Aplikasi Digital
61,Perempuan,Cerai,2,SMA,1,0,1,5013,87,7802,Aplikasi Digital
32,Laki-laki,Cerai,4,Magister,1,1,0,3823,26,7578,Cabang
52,Laki-laki,Cerai,0,SMA,1,0,1,4018,85,3637,Aplikasi Digital
49,Laki-laki,Belum Menikah,0,Sarjana,0,1,0,4798,55,6673,Cabang
22,Laki-laki,Cerai,3,Magister,1,0,1,6979,65,5386,Marketing
43,Laki-laki,Belum Menikah,0,SMA,1,0,1,3061,59,7544,Marketing
43,Laki-laki,Belum Menikah,0,Magister,0,0,0,4097,63,2864,Aplikasi Digital
57,Perempuan,Cerai,0,Magister,1,1,1,6171,7,2070,Marketing
24,Perempuan,Belum Menikah,3,SMA,0,0,1,2544,95,8332,Cabang
60,Laki-laki,Menikah,4,Sarjana,1,0,1,7515,99,1881,Cabang
49,Perempuan,Cerai,3,Magister,0,1,0,6912,68,6001,Aplikasi Digital
19,Perempuan,Menikah,2,SMA,0,1,0,7003,95,5439,Marketing
20,Perempuan,Cerai,3,Sarjana,1,0,0,6852,12,1060,Aplikasi Digital
42,Perempuan,Menikah,4,SMA,1,0,0,3861,24,1521,Marketing
59,Laki-laki,Cerai,0,SMA,0,0,0,6816,31,8472,Aplikasi Digital
24,Laki-laki,Belum Menikah,1,SMA,0,0,0,3321,14,9350,Marketing
63,Perempuan,Belum Menikah,0,SMA,0,1,0,5656,52,9323,Cabang
56,Perempuan,Menikah,0,Sarjana,1,0,0,2646,16,9341,Aplikasi Digital
26,Laki-laki,Belum Menikah,4,Sarjana,1,0,0,4724,87,2320,Aplikasi Digital
30,Laki-laki,Menikah,2,SMA,1,1,0,2585,14,5450,Marketing
21,Laki-laki,Belum Menikah,4,Magister,0,1,1,6941,11,2803,Aplikasi Digital
20,Perempuan,Menikah,0,SMA,1,0,0,4307,37,6596,Marketing
46,Laki-laki,Menikah,0,Magister,1,1,0,2328,90,4666,Aplikasi Digital
29,Laki-laki,Menikah,3,Sarjana,0,0,0,2903,10,4889,Aplikasi Digital
24,Perempuan,Cerai,3,SMA,0,0,0,2505,41,9364,Aplikasi Digital
60,Laki-laki,Menikah,1,Magister,0,0,0,4942,85,3690,Marketing
42,Laki-laki,Menikah,3,Sarjana,0,1,0,7416,3,8242,Cabang
34,Perempuan,Menikah,2,Sarjana,0,0,0,6779,33,8919,Marketing
43,Laki-laki,Menikah,1,SMA,0,1,1,6735,66,5711,Cabang
23,Laki-laki,Menikah,0,Magister,0,1,1,7100,92,9345,Aplikasi Digital
32,Perempuan,Belum Menikah,2,SMA,0,0,1,5301,31,7479,Marketing
47,Perempuan,Menikah,4,Sarjana,0,1,1,4934,93,9177,Marketing
53,Perempuan,Belum Menikah,4,Sarjana,1,0,0,4408,82,3578,Marketing
61,Perempuan,Belum Menikah,2,Sarjana,0,0,1,2875,56,7045,Cabang
45,Laki-laki,Cerai,3,SMA,1,1,0,3922,94,3180,Cabang
62,Perempuan,Belum Menikah,0,SMA,1,0,1,4538,72,6248,Aplikasi Digital
24,Perempuan,Cerai,3,SMA,0,1,1,5242,30,7681,Aplikasi Digital
58,Perempuan,Cerai,0,Magister,1,1,0,6287,35,5376,Marketing
57,Laki-laki,Menikah,3,SMA,0,1,0,4687,64,1374,Cabang
21,Laki-laki,Cerai,4,Sarjana,0,1,1,4074,38,8944,Marketing
29,Laki-laki,Cerai,3,Sarjana,0,0,1,6796,80,1199,Aplikasi Digital
52,Laki-laki,Menikah,1,SMA,1,0,0,7941,91,6416,Marketing
24,Perempuan,Cerai,0,SMA,1,1,1,6048,0,6756,Marketing
56,Laki-laki,Menikah,4,Magister,0,1,0,7955,95,2609,Cabang
18,Laki-laki,Menikah,0,Magister,0,0,0,2816,79,6082,Cabang
52,Perempuan,Belum Menikah,3,Magister,1,0,1,2371,22,6574,Cabang
55,Perempuan,Cerai,4,Sarjana,1,0,1,5054,27,8199,Cabang
48,Laki-laki,Cerai,1,SMA,1,0,1,6452,34,2574,Marketing
35,Perempuan,Menikah,2,Sarjana,1,0,0,6506,1,1713,Aplikasi Digital
29,Perempuan,Cerai,2,SMA,1,1,1,5361,82,7932,Marketing
28,Laki-laki,Belum Menikah,2,SMA,0,1,0,4829,92,9788,Aplikasi Digital
62,Perempuan,Cerai,1,Sarjana,1,0,1,6407,65,4171,Cabang
38,Laki-laki,Menikah,4,Magister,1,1,1,2050,37,2861,Cabang
54,Laki-laki,Belum Menikah,0,SMA,0,0,0,2588,11,2792,Cabang
24,Perempuan,Menikah,0,Magister,0,1,1,6388,20,5587,Aplikasi Digital
25,Laki-laki,Cerai,2,Magister,0,0,1,6583,47,2207,Marketing
18,Perempuan,Belum Menikah,4,SMA,1,1,1,2496,84,4907,Marketing
19,Perempuan,Menikah,3,Sarjana,1,0,0,6940,33,8889,Cabang
35,Perempuan,Cerai,2,SMA,1,1,0,4313,29,9387,Cabang
62,Perempuan,Cerai,1,Magister,0,1,0,6998,69,3021,Marketing
33,Perempuan,Belum Menikah,4,Sarjana,0,1,0,2119,57,6666,Aplikasi Digital
64,Laki-laki,Menikah,1,Sarjana,1,0,0,2314,28,4576,Aplikasi Digital
62,Perempuan,Menikah,0,Magister,0,0,1,4020,97,4966,Aplikasi Digital
58,Laki-laki,Belum Menikah,4,Magister,0,0,0,2275,48,6659,Aplikasi Digital
39,Laki-laki,Cerai,4,Magister,1,1,1,4321,48,6066,Marketing
36,Laki-laki,Menikah,2,Magister,1,0,1,2492,18,3464,Cabang
56,Perempuan,Belum Menikah,2,Sarjana,0,0,0,7250,65,5005,Aplikasi Digital
24,Perempuan,Cerai,3,SMA,0,1,0,4611,87,2697,Cabang
40,Perempuan,Belum Menikah,0,SMA,1,1,0,4128,75,1845,Cabang
40,Laki-laki,Menikah,0,SMA,1,1,1,7216,42,1717,Cabang
22,Perempuan,Menikah,3,Magister,1,0,1,3842,68,4954,Aplikasi Digital
41,Perempuan,Belum Menikah,3,Magister,1,1,0,6903,52,6640,Marketing
34,Perempuan,Cerai,3,Sarjana,1,1,1,5702,68,8251,Marketing
38,Perempuan,Menikah,0,Magister,0,0,0,3319,72,6569,Aplikasi Digital
20,Laki-laki,Menikah,1,SMA,1,0,0,4204,9,1087,Cabang
24,Perempuan,Cerai,1,Sarjana,1,0,1,3825,73,4503,Cabang
51,Perempuan,Belum Menikah,2,Sarjana,0,1,1,5591,20,2241,Marketing
20,Perempuan,Menikah,0,Sarjana,0,0,1,4342,30,6363,Aplikasi Digital
39,Laki-laki,Belum Menikah,2,SMA,0,1,1,7694,89,4194,Cabang
28,Laki-laki,Belum Menikah,0,SMA,0,0,0,6452,56,5862,Cabang
61,Perempuan,Belum Menikah,0,Magister,0,1,1,2534,41,3626,Marketing
59,Laki-laki,Menikah,2,Sarjana,1,1,1,2459,99,4505,Aplikasi Digital
56,Perempuan,Cerai,1,SMA,1,1,0,2663,16,4164,Cabang
49,Perempuan,Menikah,2,Magister,0,0,1,7085,81,1158,Aplikasi Digital
55,Laki-laki,Menikah,4,Sarjana,0,1,0,6593,13,4569,Marketing
20,Perempuan,Menikah,1,Sarjana,0,1,1,5995,79,2155,Marketing
61,Perempuan,Menikah,0,Sarjana,0,1,1,2554,12,3342,Aplikasi Digital
60,Laki-laki,Belum Menikah,4,Magister,0,0,0,6974,8,1442,Aplikasi Digital
54,Perempuan,Belum Menikah,4,Magister,0,0,1,3249,43,6497,Marketing
23,Laki-laki,Cerai,0,SMA,1,1,0,7122,11,9100,Marketing
22,Laki-laki,Menikah,0,Magister,1,0,0,5989,1,6678,Marketing
63,Perempuan,Menikah,3,Sarjana,0,0,1,4209,46,9278,Marketing
19,Laki-laki,Cerai,2,SMA,1,0,1,3655,69,4535,Marketing
32,Perempuan,Belum Menikah,1,Magister,1,0,0,4607,14,3602,Cabang
49,Perempuan,Belum Menikah,4,Sarjana,0,0,0,5454,80,6469,Cabang
20,Laki-laki,Belum Menikah,2,Sarjana,1,1,1,2496,3,1634,Cabang
31,Laki-laki,Menikah,2,Sarjana,1,1,1,7948,48,4443,Aplikasi Digital
43,Laki-laki,Menikah,4,Magister,1,1,0,7144,82,4413,Marketing
22,Perempuan,Menikah,2,Sarjana,0,1,1,7305,85,8777,Aplikasi Digital
44,Laki-laki,Menikah,4,SMA,0,1,0,5131,63,2667,Cabang
58,Perempuan,Cerai,4,Magister,1,1,0,7528,55,8618,Aplikasi Digital
32,Perempuan,Cerai,4,SMA,0,1,0,4291,95,8341,Aplikasi Digital
24,Perempuan,Cerai,2,Sarjana,1,1,0,5286,74,3120,Marketing
64,Laki-laki,Cerai,1,SMA,1,0,1,6362,97,5242,Marketing
55,Perempuan,Cerai,4,Magister,0,0,1,2692,1,3653,Cabang
53,Laki-laki,Cerai,0,Sarjana,0,1,1,6117,77,4061,Marketing
45,Perempuan,Cerai,2,Sarjana,0,0,0,3870,52,9510,Aplikasi Digital
56,Laki-laki,Menikah,1,SMA,0,1,1,2033,90,7007,Cabang
19,Perempuan,Belum Menikah,0,SMA,1,0,1,7852,90,1393,Aplikasi Digital
45,Laki-laki,Cerai,2,Sarjana,0,1,0,3175,61,6917,Marketing
59,Laki-laki,Cerai,4,Magister,1,0,1,5892,24,3438,Marketing
41,Perempuan,Belum Menikah,0,Sarjana,0,0,0,7604,44,1071,Aplikasi Digital
53,Laki-laki,Belum Menikah,4,SMA,0,0,0,2301,42,8505,Marketing
48,Laki-laki,Cerai,2,Magister,0,0,1,2329,48,3965,Cabang
50,Laki-laki,Menikah,2,Magister,1,0,0,4937,26,7875,Marketing
51,Perempuan,Cerai,1,Magister,1,1,0,5140,28,7802,Cabang
50,Laki-laki,Belum Menikah,2,SMA,0,0,1,7447,14,1779,Aplikasi Digital
32,Laki-laki,Cerai,0,SMA,0,0,1,2398,62,5367,Cabang
22,Laki-laki,Belum Menikah,1,Magister,1,1,1,5516,95,5021,Cabang
48,Laki-laki,Belum Menikah,0,Sarjana,0,0,0,3788,63,8843,Cabang
46,Laki-laki,Belum Menikah,4,Magister,1,0,0,4673,36,1250,Cabang
46,Perempuan,Belum Menikah,2,Magister,0,1,0,6063,71,6756,Marketing
32,Laki-laki,Cerai,2,Magister,0,1,1,6553,41,3971,Marketing
23,Laki-laki,Menikah,0,Magister,0,1,0,7848,14,5083,Cabang
51,Perempuan,Cerai,0,SMA,0,0,0,3034,21,6584,Cabang
30,Perempuan,Menikah,0,SMA,1,1,0,7149,65,5365,Aplikasi Digital
64,Perempuan,Menikah,0,SMA,1,0,0,6118,55,4440,Marketing
48,Perempuan,Belum Menikah,3,SMA,0,0,1,2626,51,4522,Marketing
35,Laki-laki,Belum Menikah,4,SMA,1,1,1,7031,76,2335,Marketing
56,Laki-laki,Menikah,0,SMA,0,0,1,2483,13,3662,Aplikasi Digital
31,Laki-laki,Cerai,1,Sarjana,0,0,0,7823,11,6905,Marketing
53,Laki-laki,Menikah,2,SMA,0,1,0,5142,28,3515,Aplikasi Digital
45,Perempuan,Cerai,3,Magister,0,0,0,3379,8,6448,Cabang
53,Laki-laki,Cerai,1,Magister,0,0,1,2103,30,8382,Cabang
32,Perempuan,Menikah,3,SMA,1,1,0,4925,10,5254,Aplikasi Digital
52,Laki-laki,Belum Menikah,4,SMA,1,0,0,3276,66,8825,Cabang
47,Perempuan,Belum Menikah,4,Sarjana,0,1,0,6228,14,4091,Marketing
20,Perempuan,Cerai,4,SMA,0,1,1,6552,52,2070,Cabang
40,Perempuan,Cerai,0,SMA,1,0,0,3589,88,6910,Cabang
23,Perempuan,Belum Menikah,2,Sarjana,0,0,0,6165,34,6381,Marketing
35,Laki-laki,Belum Menikah,2,SMA,1,0,0,6377,18,3531,Cabang
62,Perempuan,Belum Menikah,3,Magister,1,0,0,3850,62,2564,Aplikasi Digital
33,Perempuan,Menikah,0,SMA,0,1,0,6335,91,1306,Marketing
39,Laki-laki,Menikah,2,Sarjana,1,1,1,5800,30,4603,Cabang
34,Perempuan,Cerai,3,Magister,1,1,0,4311,14,6760,Marketing
33,Laki-laki,Cerai,1,Sarjana,1,1,1,5211,36,5822,Marketing
45,Perempuan,Menikah,2,SMA,0,1,0,4750,99,7614,Aplikasi Digital
31,Laki-laki,Cerai,0,SMA,0,1,0,6521,83,3459,Aplikasi Digital
24,Laki-laki,Menikah,4,SMA,1,1,1,6124,24,7954,Cabang
21,Laki-laki,Menikah,2,SMA,1,1,1,4017,22,5445,Marketing
27,Laki-laki,Cerai,0,Magister,1,1,1,5422,30,2345,Cabang
46,Perempuan,Belum Menikah,4,SMA,1,1,0,4733,73,3194,Marketing
31,Perempuan,Belum Menikah,3,SMA,0,0,0,7254,18,5012,Aplikasi Digital
54,Laki-laki,Cerai,4,Sarjana,0,1,1,6191,16,5855,Cabang
28,Laki-laki,Belum Menikah,4,SMA,0,1,0,3112,16,4073,Cabang
49,Laki-laki,Cerai,3,SMA,0,0,1,3038,33,4454,Marketing
30,Laki-laki,Cerai,4,Sarjana,1,1,0,2400,70,1849,Aplikasi Digital
57,Laki-laki,Cerai,3,Sarjana,0,0,1,5273,10,6232,Aplikasi Digital
20,Perempuan,Cerai,4,Magister,1,0,1,6439,28,7070,Aplikasi Digital
46,Perempuan,Cerai,1,Sarjana,0,0,0,6930,59,8066,Aplikasi Digital
43,Laki-laki,Cerai,3,SMA,0,0,1,7438,22,4039,Aplikasi Digital
38,Perempuan,Menikah,1,Magister,0,0,0,3714,90,1540,Marketing
28,Laki-laki,Menikah,0,Magister,1,0,1,5210,49,9834,Marketing
30,Laki-laki,Cerai,2,Magister,1,0,1,4344,36,8753,Aplikasi Digital
49,Perempuan,Cerai,3,Magister,1,1,1,2535,91,6595,Cabang
25,Laki-laki,Menikah,0,Magister,1,1,0,3895,90,2787,Aplikasi Digital
28,Perempuan,Belum Menikah,3,Magister,0,0,1,5002,48,1437,Marketing
19,Perempuan,Cerai,0,Magister,1,0,1,6087,96,5853,Cabang
39,Laki-laki,Belum Menikah,3,SMA,0,0,1,2430,63,7891,Marketing
46,Perempuan,Menikah,0,Sarjana,1,1,1,3215,47,7787,Aplikasi Digital
18,Perempuan,Cerai,4,SMA,1,0,1,4618,78,5992,Marketing
29,Laki-laki,Cerai,0,SMA,1,1,1,5835,2,2394,Aplikasi Digital
53,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,6788,50,9508,Aplikasi Digital
23,Perempuan,Belum Menikah,1,SMA,0,1,1,6233,16,6017,Marketing
56,Perempuan,Menikah,2,Magister,0,0,0,2891,10,1707,Marketing
20,Laki-laki,Belum Menikah,0,Magister,1,1,1,3401,21,5299,Aplikasi Digital
60,Laki-laki,Cerai,3,Magister,1,0,0,3175,92,9399,Aplikasi Digital
18,Perempuan,Belum Menikah,3,Sarjana,1,0,1,3752,4,4493,Aplikasi Digital
29,Perempuan,Cerai,0,Sarjana,0,1,1,7913,42,4093,Marketing
33,Perempuan,Belum Menikah,1,SMA,1,1,0,6140,11,5002,Aplikasi Digital
51,Laki-laki,Cerai,0,Magister,1,1,1,7267,85,7051,Cabang
39,Perempuan,Cerai,4,Magister,1,1,0,2830,91,2872,Cabang
53,Perempuan,Belum Menikah,1,Magister,0,0,1,6319,95,2225,Marketing
44,Perempuan,Cerai,4,SMA,0,1,1,4887,36,2598,Aplikasi Digital
61,Laki-laki,Belum Menikah,1,Sarjana,0,1,0,2358,15,9756,Marketing
37,Laki-laki,Cerai,4,Sarjana,1,0,0,6202,81,3151,Cabang
23,Perempuan,Belum Menikah,0,SMA,0,0,0,5287,9,3654,Cabang
23,Laki-laki,Cerai,2,SMA,1,0,0,3460,93,2140,Cabang
39,Laki-laki,Cerai,3,Sarjana,1,1,0,3733,1,4701,Marketing
53,Laki-laki,Menikah,0,Magister,1,1,1,4093,45,8357,Marketing
42,Laki-laki,Menikah,0,SMA,0,1,0,4482,28,6518,Marketing
37,Perempuan,Belum Menikah,4,Sarjana,0,1,1,2165,85,8152,Marketing
63,Perempuan,Cerai,2,Sarjana,1,0,1,6530,74,6284,Aplikasi Digital
46,Perempuan,Menikah,1,Magister,0,1,1,5891,79,4431,Aplikasi Digital
50,Laki-laki,Menikah,1,Magister,0,0,0,3653,26,5863,Cabang
42,Laki-laki,Belum Menikah,1,Magister,1,1,1,3403,82,1046,Cabang
18,Laki-laki,Cerai,1,SMA,1,0,1,6854,22,6898,Aplikasi Digital
44,Perempuan,Menikah,2,Sarjana,0,1,0,6720,9,6093,Cabang
62,Perempuan,Cerai,2,Sarjana,0,0,1,6983,17,7209,Aplikasi Digital
47,Perempuan,Menikah,2,Magister,1,1,0,5638,81,3562,Marketing
28,Laki-laki,Belum Menikah,0,SMA,0,0,0,6510,97,8725,Aplikasi Digital
32,Laki-laki,Menikah,4,Magister,0,0,1,4170,78,9039,Marketing
49,Laki-laki,Belum Menikah,1,SMA,1,1,1,6312,88,4840,Cabang
41,Perempuan,Belum Menikah,3,Magister,1,0,0,6041,33,3763,Aplikasi Digital
25,Perempuan,Cerai,4,Sarjana,1,0,1,5543,51,1062,Marketing
46,Perempuan,Belum Menikah,4,Sarjana,1,1,0,7146,17,2365,Cabang
62,Perempuan,Cerai,1,Sarjana,1,0,1,6751,25,7657,Marketing
23,Laki-laki,Menikah,0,SMA,0,1,1,4255,53,4295,Cabang
38,Laki-laki,Menikah,1,Sarjana,0,1,0,6687,93,4665,Aplikasi Digital
41,Laki-laki,Cerai,0,Sarjana,0,1,1,6311,31,3992,Marketing
44,Laki-laki,Menikah,4,Magister,1,0,1,4341,75,3128,Cabang
42,Perempuan,Cerai,1,Sarjana,0,0,1,7069,11,9147,Cabang
50,Perempuan,Belum Menikah,2,Magister,0,1,0,4377,98,1010,Cabang
28,Perempuan,Menikah,3,Magister,1,1,0,3609,25,8758,Aplikasi Digital
19,Laki-laki,Belum Menikah,1,Magister,0,0,1,3854,95,6385,Aplikasi Digital
23,Laki-laki,Cerai,1,SMA,1,0,0,6437,65,6613,Cabang
41,Laki-laki,Cerai,3,Sarjana,0,1,0,3233,92,9950,Aplikasi Digital
37,Laki-laki,Cerai,0,Magister,1,0,0,2545,73,5351,Marketing
35,Perempuan,Cerai,0,SMA,1,0,0,5967,15,2947,Cabang
62,Laki-laki,Menikah,2,Sarjana,0,1,0,2276,5,3931,Cabang
55,Perempuan,Belum Menikah,3,Magister,0,0,1,7357,55,4721,Aplikasi Digital
38,Laki-laki,Menikah,3,Sarjana,1,1,0,7597,25,3488,Marketing
50,Perempuan,Menikah,4,Sarjana,1,1,1,3967,28,9750,Aplikasi Digital
55,Laki-laki,Cerai,3,Magister,0,1,0,4546,76,6941,Cabang
64,Perempuan,Menikah,1,Magister,0,1,1,4197,65,4739,Marketing
53,Perempuan,Cerai,4,SMA,0,0,0,7321,98,6380,Marketing
19,Laki-laki,Cerai,3,SMA,0,1,1,6222,10,1568,Marketing
19,Laki-laki,Cerai,2,Magister,1,1,0,5178,35,4054,Aplikasi Digital
40,Laki-laki,Cerai,2,SMA,0,1,1,7882,45,1114,Aplikasi Digital
35,Perempuan,Belum Menikah,2,SMA,0,1,0,3668,4,6446,Cabang
25,Perempuan,Belum Menikah,3,Sarjana,0,0,0,3848,65,4217,Marketing
28,Perempuan,Menikah,4,Sarjana,0,1,1,4172,15,4074,Aplikasi Digital
21,Perempuan,Menikah,0,SMA,1,0,0,7387,9,6932,Cabang
57,Laki-laki,Menikah,4,Magister,0,1,1,6708,79,6014,Cabang
50,Laki-laki,Belum Menikah,1,Magister,0,1,0,2950,94,6133,Cabang
19,Perempuan,Menikah,4,SMA,0,1,0,6337,10,4393,Cabang
29,Perempuan,Belum Menikah,2,Magister,0,1,1,2089,74,6832,Marketing
41,Laki-laki,Cerai,1,SMA,1,0,0,7141,7,6998,Cabang
61,Perempuan,Menikah,1,Sarjana,0,1,1,5702,44,9124,Aplikasi Digital
63,Perempuan,Menikah,1,Sarjana,1,1,0,7891,41,4534,Marketing
25,Perempuan,Cerai,2,SMA,1,1,0,6472,8,4186,Marketing
21,Laki-laki,Menikah,2,SMA,0,0,1,6294,69,6220,Marketing
30,Perempuan,Belum Menikah,4,Sarjana,1,1,0,7384,88,6867,Marketing
36,Laki-laki,Menikah,4,Magister,1,0,0,2276,76,9949,Cabang
36,Laki-laki,Cerai,0,Magister,1,1,1,6316,59,2250,Cabang
50,Perempuan,Cerai,0,SMA,0,1,0,4640,60,7663,Marketing
18,Laki-laki,Belum Menikah,2,Sarjana,0,1,1,2005,59,1658,Cabang
22,Laki-laki,Cerai,2,Sarjana,1,1,1,5037,45,8596,Marketing
38,Laki-laki,Menikah,4,Magister,1,0,1,7898,53,4945,Marketing
62,Perempuan,Belum Menikah,0,Magister,0,1,1,3249,51,5153,Cabang
27,Laki-laki,Menikah,0,SMA,0,1,1,5059,60,4860,Cabang
54,Laki-laki,Belum Menikah,4,Magister,0,1,1,6908,63,4308,Aplikasi Digital
41,Laki-laki,Cerai,4,Sarjana,0,0,1,4804,4,7653,Cabang
47,Laki-laki,Menikah,4,Magister,0,0,1,3805,75,9210,Aplikasi Digital
63,Laki-laki,Menikah,0,Magister,0,0,0,7681,76,9706,Aplikasi Digital
46,Perempuan,Belum Menikah,3,SMA,0,1,0,2314,57,6219,Marketing
58,Perempuan,Belum Menikah,2,SMA,0,0,1,5808,45,9860,Cabang
62,Laki-laki,Cerai,0,Magister,0,0,1,2543,53,8351,Aplikasi Digital
46,Laki-laki,Cerai,2,SMA,0,0,1,7592,46,1077,Cabang
19,Laki-laki,Belum Menikah,3,Sarjana,1,0,1,6945,65,8138,Aplikasi Digital
31,Laki-laki,Menikah,0,Magister,1,0,1,4985,74,7873,Aplikasi Digital
55,Perempuan,Menikah,1,SMA,0,0,0,3599,80,5618,Aplikasi Digital
38,Perempuan,Belum Menikah,3,Magister,1,0,1,2850,46,4060,Cabang
24,Laki-laki,Menikah,2,Sarjana,1,0,1,6030,71,5243,Marketing
61,Laki-laki,Cerai,2,Sarjana,1,0,1,2863,80,5934,Aplikasi Digital
61,Laki-laki,Cerai,4,Sarjana,1,1,1,3001,73,3867,Aplikasi Digital
54,Perempuan,Belum Menikah,1,SMA,0,0,0,5118,44,3340,Cabang
61,Perempuan,Menikah,1,Sarjana,1,1,1,6405,79,5100,Cabang
33,Laki-laki,Belum Menikah,0,Sarjana,1,1,1,2453,33,1489,Marketing
42,Perempuan,Belum Menikah,0,Sarjana,1,0,1,4666,61,9162,Marketing
46,Perempuan,Belum Menikah,1,Magister,1,0,0,2059,80,6500,Aplikasi Digital
46,Perempuan,Menikah,2,Sarjana,1,0,0,5592,47,7185,Aplikasi Digital
57,Perempuan,Cerai,2,SMA,0,0,1,6858,24,9943,Aplikasi Digital
24,Perempuan,Belum Menikah,4,SMA,0,1,0,2784,6,5798,Cabang
34,Laki-laki,Cerai,1,SMA,0,0,1,2889,37,9929,Cabang
41,Perempuan,Menikah,3,Magister,1,1,0,4488,41,7997,Aplikasi Digital
48,Perempuan,Menikah,4,SMA,0,0,1,6119,12,9797,Cabang
18,Perempuan,Menikah,3,Sarjana,1,0,1,7882,49,7405,Aplikasi Digital
60,Laki-laki,Menikah,4,Sarjana,1,0,1,2309,9,2241,Aplikasi Digital
28,Laki-laki,Belum Menikah,2,Sarjana,0,1,0,5398,7,2924,Aplikasi Digital
51,Laki-laki,Menikah,0,Magister,0,1,0,2645,38,2509,Marketing
39,Perempuan,Menikah,3,Sarjana,0,0,0,4493,31,2201,Marketing
32,Perempuan,Cerai,3,Sarjana,0,0,1,3924,55,7579,Aplikasi Digital
58,Perempuan,Cerai,1,Magister,1,0,0,6591,66,5677,Marketing
35,Laki-laki,Cerai,1,Magister,0,0,1,3435,4,3680,Marketing
62,Laki-laki,Belum Menikah,1,Magister,0,1,0,7328,60,6827,Cabang
61,Perempuan,Belum Menikah,0,Magister,1,0,0,5993,49,1695,Aplikasi Digital
38,Laki-laki,Menikah,4,SMA,1,1,1,5995,29,4938,Marketing
38,Perempuan,Cerai,4,Sarjana,0,0,1,5036,48,6732,Cabang
43,Laki-laki,Belum Menikah,0,SMA,0,1,1,3945,79,4138,Aplikasi Digital
41,Laki-laki,Belum Menikah,2,Sarjana,0,1,0,5352,21,3925,Cabang
37,Perempuan,Belum Menikah,2,SMA,0,0,0,6343,77,9899,Aplikasi Digital
26,Perempuan,Cerai,2,Sarjana,1,0,0,7772,23,8134,Aplikasi Digital
27,Laki-laki,Menikah,2,Magister,1,0,1,2296,75,1890,Marketing
44,Laki-laki,Belum Menikah,4,Magister,0,0,1,2878,80,2025,Aplikasi Digital
43,Perempuan,Menikah,4,Magister,1,0,0,7552,12,5335,Marketing
26,Perempuan,Cerai,2,SMA,1,1,0,4858,52,3359,Marketing
21,Perempuan,Menikah,0,Magister,1,0,0,3491,71,4709,Cabang
47,Laki-laki,Menikah,2,SMA,1,1,1,6128,62,4997,Cabang
36,Laki-laki,Belum Menikah,2,Sarjana,0,1,0,5884,51,3069,Aplikasi Digital
52,Perempuan,Belum Menikah,2,SMA,0,1,1,5136,45,8950,Cabang
50,Perempuan,Belum Menikah,1,Sarjana,1,0,0,2614,17,2509,Aplikasi Digital
36,Perempuan,Belum Menikah,2,Sarjana,0,1,0,4389,99,9556,Cabang
39,Perempuan,Belum Menikah,2,Sarjana,0,1,0,6007,8,8269,Aplikasi Digital
